MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitude,StreetAddress,City,City,State,Location,Missing,Link
80976,,McDonoghville,,,2008,the Jefferson Parish Historical Commission.,29.92654,-90.04969,1261 Franklin Avenue,Gretna,Jefferson Parish,Louisiana,"Marker is at the intersection of Franklin Avenue (State Highway 23) and Virgil Street, in the median on Franklin Avenue. ",,http://www.hmdb.org/m.asp?m=80976
80979,,Terrytown,,,2008,the Jefferson Parish Historical Commission.,29.92197,-90.03544,Terry Parkway,Terrytown,Jefferson Parish,Louisiana,"Marker is at the intersection of Terry Parkway and Wright Avenue, in the median on Terry Parkway. ",,http://www.hmdb.org/m.asp?m=80979
81056,,Mel Ott,,,2009,,29.90097,-90.047,2301 Belle Chasse Highway,Gretna,Jefferson Parish,Louisiana,"Marker is on Belle Chasse Highway (Louisiana Route 23) north of Gretna Boulevard, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=81056
81058,,Centennial Marker,,,1984,the City of Gretna.,29.917,-90.06445,238 Newton Street,Gretna,Jefferson Parish,Louisiana,"Marker is at the intersection of Newton Street and 3rd Street, on the right when traveling south on Newton Street. ",,http://www.hmdb.org/m.asp?m=81058
81060,,David Crockett Firehall,,,,,29.91874,-90.06304,209 Lafayette Street,Gretna,Jefferson Parish,Louisiana,"Marker is at the intersection of Lafayette Street and 2nd Street, on the right when traveling north on Lafayette Street. ",,http://www.hmdb.org/m.asp?m=81060
81061,,Avondale~Waggaman,,,2006,the Jefferson Parish Historical Commission.,29.90977,-90.20332,2901 Highway 90,Avondale,Jefferson Parish,Louisiana,"Marker is at the intersection of U.S. 90 and South Jamie Boulevard, on the right when traveling east on U.S. 90. ",,http://www.hmdb.org/m.asp?m=81061
81062,,Seven Oaks Plantation Site,,,2003,the Jefferson Parish Historical Commission.,29.92489,-90.14602,159 Seven Oaks Boulevard,Westwego,Jefferson Parish,Louisiana,"Marker is at the intersection of Seven Oaks Boulevard (State Highway 18) and River Road (Route 541), on the right when traveling west on Seven Oaks Boulevard. ",,http://www.hmdb.org/m.asp?m=81062
81063,,Phoenix Iron Works,,,,the Jefferson Parish Historical Commission.,29.91768,-90.0664,100 Huey P Long Avenue,Gretna,Jefferson Parish,Louisiana,"Marker is at the intersection of Huey P Long Avenue and 1st Street, on the left when traveling south on Huey P Long Avenue. ",,http://www.hmdb.org/m.asp?m=81063
81065,,Jefferson Parish,,,,the Jefferson Parish Historical Commission.,29.88427,-90.02523,2600 Belle Chasse Highway,Terrytown,Jefferson Parish,Louisiana,"Marker is on Belle Chasse Highway (State Highway 23) 0.1 miles north of Lapalco Boulevard (State Highway 428), in the median. ",,http://www.hmdb.org/m.asp?m=81065
81066,,Baudoin - Foret School,1904-1946,,,,29.73874,-90.65906,2975 Highway 308,Raceland,Lafourche Parish,Louisiana,"Marker is on State Highway 308, 0.1 miles west of Peltier Drive, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=81066
81067,,Laurel Valley,,,,"the Lafourche Heritage Society, Inc.",29.78957,-90.78685,595 LA-308,Thibodaux,Lafourche Parish,Louisiana,"Marker is on State Highway 308, 0.1 miles south of Percy Brown Road (State Highway 648), on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=81067
81068,,St. Charles Borromeo Church,,,2012,the Lafourche Heritage Society.,29.7534,-90.72068,1985 Louisiana 308,Thibodaux,Lafourche Parish,Louisiana,"Marker is on State Highway 308, 0.1 miles east of Bushgrove Road, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=81068
81069,,Site of Mount Carmel Academy,1855-1965,,,Archdiocesan Bicentennial Commission.,29.79822,-90.81548,East 1st Street,Thibodaux,Lafourche Parish,Louisiana,"Marker is at the intersection of East 1st Street (State Highway `) and St. Charles Street, on the right when traveling east on East 1st Street. ",,http://www.hmdb.org/m.asp?m=81069
81070,,St. Joseph Cemetery,,,1999,the Lorio Foundation & Lafourche heritage Society.,29.79736,-90.80989,628 East 1st Street,Thibodaux,Lafourche Parish,Louisiana,"Marker is on East 1st Street (State Highway 1) 0.1 miles east of Jones Lane, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=81070
81071,,City of Thibodaux / Ville de Thibodaux,,,1971,the Louisiana Tourist Commission,29.79577,-90.8013,907 East 1st Street,Thibodaux,Lafourche Parish,Louisiana,"Marker is on East 1st Street (State Highway 1) 0.1 miles west of Bowie Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=81071
81072,,Rienzi Plantation House,,,,the Lorio Foundation and the Lafourche Heritage Society.,29.79925,-90.81341,215 East Bayou Road,Thibodaux,Lafourche Parish,Louisiana,"Marker is on East Bayou Road (State Highway 308) 0.1 miles Rienzi Drive, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=81072
81073,,Confluence Of Bayous,,,1992,"the Lafourche Historical Society, and the Bayou Lafourche Chapter of the DAR.",29.79623,-90.82451,314 St. Mary Street,Thibodaux,Lafourche Parish,Louisiana,Marker can be reached from the intersection of St. Mary Street and West 1st Street. ,,http://www.hmdb.org/m.asp?m=81073
81077,,St. John's Episcopal Church,,,1974,the Louisiana Tourist Development Commission.,29.79391,-90.82273,718 Jackson Street,Thibodaux,Lafourche Parish,Louisiana,"Marker is at the intersection of Jackson Street (State Highway 20) and West 7th Street, on the right when traveling south on Jackson Street. ",,http://www.hmdb.org/m.asp?m=81077
81079,,Lafourche Parish Court House,,,,the Lorio Foundation and the Lafourche Heritage Society.,29.79762,-90.81993,201 Green Street,Thibodaux,Lafourche Parish,Louisiana,"Marker is at the intersection of Green Street and West 3rd Street, on the left when traveling south on Green Street. ",,http://www.hmdb.org/m.asp?m=81079
81080,,Notre Dame de la Paix,,,2000,Parish of Our Lady of Peace Catholic Church,29.94522,-90.68249,13281 LA-644,South Vacherie,St. James Parish,Louisiana,"Marker is on State Highway 644, 0.2 miles north of Highway 643, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=81080
81081,,Colonel Leopold L. Armant,,,1965,the Louisiana Tourist Development Commission.,30.00526,-90.73538,LA-18,Vacherie,St. James Parish,Louisiana,"Marker is on State Highway 18, 0.1 miles east of Toth Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=81081
81082,,"""Le Petit Versailles""",,,1961,the Department of Commerce and Industry.,30.00687,-90.7555,3245 Valcour Aime Street,Vacherie,St. James Parish,Louisiana,"Marker is on State Highway 18, 0.2 miles east of Felicite Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=81082
81083,,Golden Grove Plantation,,,,the St. James Historical Society.,30.05005,-90.67567,East Jefferson Highway,Gramercy,St. James Parish,Louisiana,"Marker is on East Jefferson Highway (State Highway 44) 0.2 miles east of South Willow Street, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=81083
81084,,Colonial Sugars Refinery,,,,,30.04757,-90.68001,East Jefferson Highway,Gramercy,St. James Parish,Louisiana,"Marker is on East Jefferson Highway (State Highway 44) 0.1 miles east of South Willow Street, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=81084
81085,,Lutcher,,,,"the Kraemer Family in Memory of Clyde Kraemer,",30.03891,-90.69405,1988 Jefferson Highway,Lutcher,St. James Parish,Louisiana,"Marker is at the intersection of Lutcher Avenue (State Highway 3193) and Jefferson Highway (Highway 44), on the right when traveling north on Lutcher Avenue. ",,http://www.hmdb.org/m.asp?m=81085
81086,,"""Vacherie de Grande Pointe""",,,1965,the Louisiana Tourist Development Commission.,30.02066,-90.74158,3105 LA-642,Paulina,St. James Parish,Louisiana,"Marker is at the intersection of State Highway 44 and State Highway 642, on the left when traveling west on State Highway 44. ",,http://www.hmdb.org/m.asp?m=81086
81088,,Bourgeois Homeplace / Site Familial des Bourgeois,,,,the St. James Historical Society.,30.02081,-90.74099,3106 LA-44,Paulina,St. James Parish,Louisiana,"Marker is at the intersection of State Highway 44 and State Highway 642, on the left when traveling east on State Highway 44. ",,http://www.hmdb.org/m.asp?m=81088
81092,,Manresa House of Retreats,,,,,29.99257,-90.82066,LA-44,Convent,St. James Parish,Louisiana,"Marker is on State Highway 44, 0.1 miles east of Manresa Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=81092
81093,,Convent,,,1959,the Louisiana Department of Commerce and Industry.,30.01012,-90.82778,6484 Highway 44,Convent,St. James Parish,Louisiana,"Marker is on State Highway 44, 0.1 miles north of St. Michaels Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=81093
81094,,The Clarinet,,,1996,,29.95276,-90.07525,330 Loyola Avenue,New Orleans,Orleans Parish,Louisiana,"Marker is on Loyola Avenue, 0.1 miles north of Perdido Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=81094
81095,,Poblacion de Barataria,(Barataria Settlement),,1988,the Jefferson Historical Society of Louisiana.,29.80804,-90.11289,5505 Barataria Boulevard,Marrero,Jefferson Parish,Louisiana,"Marker is on Barataria Boulevard, 0.1 miles north of Merlin Lane, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=81095
81105,,Jazz,,,,the Orleans Parish Landmarks Commission.,29.95293,-90.0752,330 Loyola Avenue,New Orleans,Orleans Parish,Louisiana,"Marker can be reached from Loyola Avenue, 0.1 miles north of Perdido Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=81105
81107,,Gretna City Hall,Centennial 2007,,2007,the Jefferson Parish Historical Commission.,29.91721,-90.06573,2 Huey P Long Avenue,Gretna,Jefferson Parish,Louisiana,"Marker is at the intersection of 2nd Street and Huey P Long Avenue, on the right when traveling east on 2nd Street. ",,http://www.hmdb.org/m.asp?m=81107
81135,,Saint Joseph Church,,,,the Archdiocese Bicentennial Commission.,29.91496,-90.06164,610 6th Street,Gretna,Jefferson Parish,Louisiana,"Marker is at the intersection of 6th Street and Lavoisier Street, on the right when traveling east on 6th Street. ",,http://www.hmdb.org/m.asp?m=81135
81142,,Leonidas Polk,,,,,29.79392,-90.82282,Jackson Street,Thibodaux,Lafourche Parish,Louisiana,"Marker is at the intersection of Jackson Street and West 7th Street, on the right when traveling south on Jackson Street. ",,http://www.hmdb.org/m.asp?m=81142
81146,,Hero's Tomb,,,2009,"the Blake Ryan Oubre Squires Circle 4676, the Knights of Columbus 11857.",29.94575,-90.68252,13281 LA-644,South Vacherie,St. James Parish,Louisiana,"Memorial is at the intersection of North Spruce Street and Louisiana Highway 644, on the right when traveling north on North Spruce Street. ",,http://www.hmdb.org/m.asp?m=81146
82599,,Garden District,,,,Garden District Association,29.92984,-90.08509,,New Orleans,Orleans Parish,Louisiana,"Marker is at the intersection of Washington Avenue and Prytania Street, on the right when traveling north on Washington Avenue. ",,http://www.hmdb.org/m.asp?m=82599
84137,,Bellechasse Plantation,,,,Plaquemines Parish Historical Association and Chevron Chemical - Oronite,29.8526,-89.98683,8442 Highway 23,Belle Chasse,Plaquemines Parish,Louisiana,"Marker is at the intersection of Belle Chasse Highway (State Highway 23) and Avenue B, on the right when traveling south on Belle Chasse Highway. ",,http://www.hmdb.org/m.asp?m=84137
84177,,Site of First U.S. District Court,,,1995,Orleans Parrish Landmarks Commission,29.96004,-90.06297,919 Royal Street,New Orleans,Orleans Parish,Louisiana,"Marker is on Royal Street south of St Philip Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=84177
84467,,Grant's Canal,,,1962,Louisiana Civil War Centennial Commission,32.32097,-90.93301,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84467
84468,,Mississippi Sidestep,,,,National Park Service,32.32096,-90.93302,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84468
84469,,Grant's Canal,,,1936,Village of Delta,32.32095,-90.93304,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84469
84470,,Williams' Canal – 1862,,,,National Park Service,32.32094,-90.93308,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84470
84471,,U.S. Operations Against Vicksburg,"May 18 - July 24, 1862",,,the U.S. War Department,32.32092,-90.93307,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84471
84472,,Grant's Canal – 1863,,,,National Park Service,32.32087,-90.93303,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84472
84474,,Freedmen Fight at Milliken's Bend,,,,National Park Service,32.32076,-90.93296,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84474
84475,,U.S. African Brigade,District Northeast Louisiana Army of the Tennessee,,,the U.S. War Department,32.32065,-90.93289,,Delta,Madison Parish,Louisiana,"Marker can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84475
84476,,Ninth Regiment Connecticut Volunteers,,,2008,,32.32067,-90.93281,,Delta,Madison Parish,Louisiana,"Memorial can be reached from the intersection of Old Highway 80 East and Stafford Drive, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=84476
84803,,Andrew Jackson Hotel,,,1965,,29.96017,-90.06317,919 Royal Street,New Orleans,Orleans Parish,Louisiana,"Marker is on Royal Steet south of St Philip Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=84803
84916,,Louis Hebert,,,,,30.34111,-91.85556,2184 Bushville Hwy,Cecilia,St. Martin Parish,Louisiana,"Marker is at the intersection of Bushville Highway (State Highway 347) and Hilda Calais Road, on the right when traveling north on Bushville Highway. ",,http://www.hmdb.org/m.asp?m=84916
84995,,Abe Hawkins,? - 1867,,,Shell Chemical LP,30.17567,-90.99784,,Geismar,Ascension Parish,Louisiana,"Marker is on Ashland Road (State Highway 3251) 0.2 miles east of River Road (State Highway 75), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=84995
84999,,Antonia Plantation,,,2008,The Becnel Family,30.40309,-91.22152,,Brusly,West Baton Rouge Parish,Louisiana,"Marker is at the intersection of South River Road (State Highway 988) and Antonio Road, on the right when traveling south on South River Road. ",,http://www.hmdb.org/m.asp?m=84999
85000,,Addis Museum,"""Bank Of Addis""",,,Town of Addis,30.35442,-91.26676,,Addis,West Baton Rouge Parish,Louisiana,"Marker is at the intersection of Ray Rivet Street and Harris Avenue, on the right when traveling south on Ray Rivet Street. ",,http://www.hmdb.org/m.asp?m=85000
85007,,"James ""Slim Harpo"" Moore",,,,,30.50465,-91.22825,,Port Allen,West Baton Rouge Parish,Louisiana,"Marker is at the intersection of Ronald Reagan Highway (U.S. 190) and South Mulatto Bend Road, on the right when traveling east on Ronald Reagan Highway. ",,http://www.hmdb.org/m.asp?m=85007
85008,,The Settlement Of Freetown,,,,Freetown's Family and Friends,30.04351,-90.84614,,St. James,St. James Parish,Louisiana,"Marker is at the intersection of State Highway 18 and Freetown Street, on the left when traveling south on State Highway 18. ",,http://www.hmdb.org/m.asp?m=85008
85019,,Graugnard House,,,,Cargill Incorporated,30.05445,-90.589,2154 LA-44,Reserve,St. John the Baptist Parish,Louisiana,"Marker is at the intersection of East Jefferson Highway (State Highway 44) and West 23rd Street, on the right when traveling west on East Jefferson Highway. ",,http://www.hmdb.org/m.asp?m=85019
85024,,St. Raphael Cemetery,,,,"Preservation of Iberville, Inc.",30.25279,-91.11839,,Bayou Goula,Iberville Parish,Louisiana,"Marker is on State Highway 405, ½ mile south of Stewart Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=85024
85026,,Pinckney Benton Stewart Pinchback,,,,The Southern University Class of 1947,30.52068,-91.19682,,Baton Rouge,East Baton Rouge Parish,Louisiana,"Marker is on Leon Netterville Drive south of James J Prestage Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=85026
85027,,Scott's Bluff,,,,,30.52136,-91.19729,,Baton Rouge,East Baton Rouge Parish,Louisiana,"Marker is at the intersection of Leon Netterville Drive and James J Prestage Street, on the right when traveling south on Leon Netterville Drive. ",,http://www.hmdb.org/m.asp?m=85027
85037,,Allen Chapel AME Church,,,1999,Lorio Foundation & Lafourche Heritage Society,29.78903,-90.81863,1101 Lagarde Street,Thibodaux,Lafourche Parish,Louisiana,"Marker is at the intersection of Lagarde Street and East 11th Street, on the right when traveling north on Lagarde Street. ",,http://www.hmdb.org/m.asp?m=85037
85042,,Bayside Plantation,,,1970,Louisiana Tourist Commission,29.93198,-91.68113,,Jeanerette,Iberia Parish,Louisiana,"Marker is on Old Jeanerette Road (State Highway 87) 0.1 miles north of Bayside Street (Route 3182), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=85042
85047,,Frederick Larned Gates,,,1972,Louisiana Tourist Development Commission,30.00168,-91.81135,,New Iberia,Iberia Parish,Louisiana,"Marker is at the intersection of East Main Street (State Highway 182) and Prairie Avenue, on the right when traveling west on East Main Street. ",,http://www.hmdb.org/m.asp?m=85047
85048,,Félicité,,,,New Iberia Sesquicentennial Commission,30.00283,-91.81335,445 E Main St,New Iberia,Iberia Parish,Louisiana,"Marker is at the intersection of East Main Street (State Highway 182) and Civic Center Circle, on the left when traveling east on East Main Street. ",,http://www.hmdb.org/m.asp?m=85048
85049,,New Iberia,,,1958,Louisiana Department of Commerce and Industry,30.00272,-91.8135,445 E Main St,New Iberia,Iberia Parish,Louisiana,"Marker is at the intersection of East Main Street (State Highway 182) and Civic Center Circle, on the left when traveling east on East Main Street. ",,http://www.hmdb.org/m.asp?m=85049
85052,,Olivier Plantation,,,,,29.91945,-91.79845,,Lydia,Iberia Parish,Louisiana,"Marker is on Weeks Island Road (State Highway 83) 0.3 miles east of Coulee Road, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=85052
85053,,Curole House,,,1995,Lafourche Heritage Society,29.5155,-90.33402,,Cut Off,Lafourche Parish,Louisiana,"Marker is at the intersection of West Main Street (State Highway 1) and West 78th Street, on the right when traveling south on West Main Street. ",,http://www.hmdb.org/m.asp?m=85053
85055,,Cote Blanche,,,,Gheens Foundation and Lafourche Heritage Society,29.51408,-90.33375,,Cut Off,Lafourche Parish,Louisiana,"Marker is at the intersection of West Main Street (State Highway 1) and West 79th Street, on the right when traveling south on West Main Street. ",,http://www.hmdb.org/m.asp?m=85055
85056,,Maurin's Theater,,,,,30.05495,-90.55793,115 W 4th St,Reserve,St. John the Baptist Parish,Louisiana,"Marker is at the intersection of West 4th Street and Louisiana Highway 44, on the left when traveling north on West 4th Street. ",,http://www.hmdb.org/m.asp?m=85056
85057,,Magnolia Cemetery,Founded In 1883,,,,29.59845,-90.7169,,Houma,Terrebonne Parish,Louisiana,"Marker is on West Main Street (State Highway 182) east of Gabasse Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85057
85061,,Salem Baptist Church,,,1975,Livingston Parish Police Jury,30.62777,-90.84668,36474 Weiss Rd,Walker,Livingston Parish,Louisiana,"Marker is on Weiss Road (State Highway 63) 0.7 miles east of Walker Road North (State Highway 447), on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=85061
85063,,Bayou Heron Graveyard,,,1991,Lafourche Heritage Society,29.906,-90.76202,,Chackbay,Lafourche Parish,Louisiana,"Marker is on State Highway 20 east of Farmer Lane, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85063
85064,,Beauregard Town,,,,City of Baton Rouge,30.44352,-91.18392,,Baton Rouge,East Baton Rouge Parish,Louisiana,"Marker is at the intersection of Government Street (State Highway 73) and Napoleon Street, on the right when traveling west on Government Street. ",,http://www.hmdb.org/m.asp?m=85064
85065,,Williams Memorial Airport,,,1969,Louisiana Tourist Commission,29.71415,-91.33905,,Patterson,St. Mary Parish,Louisiana,"Marker is at the intersection of State Highway 182 and Airport Circle, on the left when traveling south on State Highway 182. ",,http://www.hmdb.org/m.asp?m=85065
85066,,Jared Young Sanders,1869-1944,,1974,Louisiana Tourist Development Commission,29.79147,-91.5002,,Franklin,St. Mary Parish,Louisiana,"Marker is at the intersection of Main Street (State Highway 182) and Willow Street (State Highway 3069), on the right when traveling north on Main Street. ",,http://www.hmdb.org/m.asp?m=85066
85067,,Charles Austin O'Niell,,,1970,Louisiana Tourist Commission,29.79143,-91.50032,,Franklin,St. Mary Parish,Louisiana,"Marker is at the intersection of Main Street (State Highway 182) and Willow Street (State Highway 3069), on the right when traveling north on Main Street. ",,http://www.hmdb.org/m.asp?m=85067
85069,,Franklin's Historic Lampposts,,,,Patriotic Order Sons of America - - Franklin,29.78498,-91.49748,,Franklin,St. Mary Parish,Louisiana,"Marker is on Main Street (State Highway 182) north of Foster Avenue, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=85069
85070,,Battle Of Irish Bend,"April 14, 1863",,,,29.7915,-91.50007,,Franklin,St. Mary Parish,Louisiana,"Marker is at the intersection of Willow Street (State Highway 3069) and Main Street (State Highway 182), on the right when traveling west on Willow Street. ",,http://www.hmdb.org/m.asp?m=85070
85071,,The Gunboat Diana,,,,,29.79148,-91.50012,,Franklin,St. Mary Parish,Louisiana,"Marker is at the intersection of Willow Street (State Highway 3069) and Main Street (State Highway 182), on the left when traveling west on Willow Street. ",,http://www.hmdb.org/m.asp?m=85071
85072,,German Prisoner of War Camp,,,2005,Franklin Rotary Club,29.79578,-91.50125,920 Main Street,Franklin,St. Mary Parish,Louisiana,"Marker is at the intersection of Main Street (State Highway 182) and Iberia Street, on the right when traveling north on Main Street. ",,http://www.hmdb.org/m.asp?m=85072
85079,,Franklin,,,1958,Louisiana Department of Commerce and Industry,29.79145,-91.50025,,Franklin,St. Mary Parish,Louisiana,"Marker is at the intersection of Willow Street (State Highway 3069) and Main Street (State Highway 182), on the left when traveling west on Willow Street. ",,http://www.hmdb.org/m.asp?m=85079
85080,,Murphy James Foster,(1849-1921),,1964,Department of Commerce and Industry,29.77463,-91.48913,,Franklin,St. Mary Parish,Louisiana,"Marker is on West Main Street (State Highway 182) 0.2 miles east of Dixie Road South, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85080
85081,,Donelson Caffery,(1835-1906),,1964,Department of Commerce and Industry,29.8022,-91.49623,407 Sterling Road,Franklin,St. Mary Parish,Louisiana,"Marker is on Sterling Road (State Highway 322) west of Haifleigh Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=85081
85082,,Battle Of Bisland,,,1981,"Department of Culture, Recreation and Tourism",29.69778,-91.36775,,Patterson,St. Mary Parish,Louisiana,"Marker is on U.S. 90, 0.3 miles west of Louisiana Highway 182, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=85082
85121,,St. John the Baptist Catholic Cemetery,,,2010,West Baton Rouge Historical Association,30.3856,-91.23742,402 S Kirkland Dr (River Road),Brusly,West Baton Rouge Parish,Louisiana,"Marker can be reached from South Kirkland Drive (State Highway 988) south of Bourgeois Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=85121
85143,,Caroline Deslonde Beauregard,Wife of Confederate General P.G.T. Beauregard,"1831- March, 1864",,New Orleans Chapter #72 United Daughters of the Confederacy.,30.04478,-90.55868,2361 Highway 18,Edgard,St. John the Baptist Parish,Louisiana,"Marker can be reached from the intersection of State Highway 18 and East 3rd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85143
85155,,Hebron Baptist Church,,,1975,Louisiana Tourist Development Commission.,30.41603,-90.91597,24063 LA-16,Denham Springs,Livingston Parish,Louisiana,"Marker is on State Highway 16, 0.3 miles north of Griffin Lane, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=85155
85156,,St. Joseph Catholic Cemetery,,,,City of Baton Rouge,30.4521,-91.17318,1500 Main St.,Baton Rouge,East Baton Rouge Parish,Louisiana,"Marker is on Main Street east of North 15th Street, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=85156
85157,,St. Stephen's Episcopal Church and Cemetery,,,,,30.89696,-91.66716,,Williamsport,Pointe Coupee Parish,Louisiana,"Marker is on Mississippi River Trail (Louisiana Route 418) 0.2 miles north of Highway 971, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=85157
85187,,Oak Alley Plantation,,,1981,"Department of Culture, Recreation and Tourism",30.00688,-90.77665,3645 LA-18,Vacherie,St. James Parish,Louisiana,"Marker is on State Highway 18, 0.6 miles west of Felicite Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=85187
85189,,Donaldsonville,,,1970,Louisiana Tourist Commission,30.10464,-90.99015,300 Houmas St,Donaldsonville,Ascension Parish,Louisiana,"Marker is on Houmas Street north of Opelousas Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=85189
85191,,Francis T. Nicholls,1834-1912,,1957,Louisiana Department of Commerce and Industry,30.10468,-90.98935,,Donaldsonville,Ascension Parish,Louisiana,"Marker is at the intersection of Nicholls Street and Houmas Street, on the right when traveling east on Nicholls Street. ",,http://www.hmdb.org/m.asp?m=85191
85216,,Opelousas Colored School,(1919-1953),,,Cleco,30.53087,-92.07473,,Opelousas,St. Landry Parish,Louisiana,"Marker is on Ronald Reagan Highway (Vine Street) (State Highway 190) east of South Academy Street (Highway 3253), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85216
85217,,Opelousas Catholic School,,,,"1992-93 O.S.C. Senate; John N. Harper, project consultant.",30.54355,-92.07692,428 E Prudhomme St,Opelousas,St. Landry Parish,Louisiana,"Marker is on East Prudhomme Street east of Viking Lane, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85217
85221,,The Founding Of Baton Rouge,,,1967,City of Baton Rouge,30.44676,-91.18927,100 North Boulevard,Baton Rouge,East Baton Rouge Parish,Louisiana,"Marker can be reached from the intersection of North Boulevard and Layfayette Street, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=85221
85222,,"Capture of Baton Rouge by Galvez, 1779",,,1979,,30.44638,-91.18855,100 North Boulevard,Baton Rouge,East Baton Rouge Parish,Louisiana,"Marker can be reached from North Boulevard west of St Louis Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85222
85223,,Marcha de Galvez,,,,,30.44651,-91.18856,100 North Boulevard,Baton Rouge,East Baton Rouge Parish,Louisiana,"Marker can be reached from North Boulevard west of St Louis Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=85223
85242,,Laplace,,,,L' Obeservateur,30.07288,-90.49948,1801 W Airline Hwy,Laplace,St. John the Baptist Parish,Louisiana,"Marker is on Airline Highway (U.S. 61) east of Percy Herbert Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=85242
85243,,Woodland Plantation,,,1984,Woodland Planting and Manufacturing Co.,30.06631,-90.48041,,Laplace,St. John the Baptist Parish,Louisiana,"Marker is at the intersection of Airline Highway (U.S. 61) and Main Street (Louisiana Highway 44), on the right when traveling south on Airline Highway. ",,http://www.hmdb.org/m.asp?m=85243
85244,,A. Montz,,,,,30.06493,-90.48619,,Laplace,St. John the Baptist Parish,Louisiana,"Marker is on West 5th Street (State Highway 44) 0.1 miles north of Main Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=85244
85245,,Bonnet Carré Crevasse,,,,Laplace Centennial Committee,30.04272,-90.4443,,Laplace,St. John the Baptist Parish,Louisiana,"Marker is on East Airline Highway (U.S. 61) 0.2 miles east of Louisiana Highway 3127, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=85245
